	ref_hk
PES1	1.5535003
MAPK1	4.356113
SRRD	1.3744934
PATZ1	0.7831903
TFIP11	1.2910523
EIF3L	14.8501
MICALL1	1.1987289
POLR2F	8.98297
PICK1	1.6038231
DDX17	21.338394
TCF20	1.4547732
HSCB	1.9736981
TOMM22	6.825789
FBXO7	5.050926
POLDIP3	3.7904823
PPP6R2	3.7195
SUN2	4.0113087
CYB5R3	9.486433
LMF2	2.2055562
RHBDD3	0.82366365
PACSIN2	4.344083
AP1B1	1.6071798
HMGXB4	4.53775
CHKB	1.7963544
MCAT	1.0714605
THOC5	1.1611096
ZMAT5	1.1839515
TAB1	0.40830746
MTMR3	2.0947385
SAMM50	2.1086514
TXN2	5.1257887
EIF3D	15.801984
SGSM3	2.267933
IFT27	1.4584607
RBX1	14.704343
L3MBTL2	0.7612559
RANGAP1	4.378519
ZC3H7B	1.7551075
PHF5A	4.085798
DESI1	4.7722993
CERK	1.3123369
ZBED4	1.0973104
ABHD4	0.9791439
KHNYN	1.8056978
FKBP3	4.166257
SDR39U1	2.6018748
RBM23	3.7542558
PRMT5	2.0784786
PSMC6	10.722578
GNPNAT1	3.057789
ATP6V1D	6.0625057
PIGH	1.6637444
PSMA3	13.826862
VTI1B	5.3415527
TIMM9	3.6634142
AHSA1	9.269036
ALKBH1	0.5097359
SNW1	8.078623
ITPK1	1.1182615
PPM1A	4.3046713
ERH	17.159916
EIF5	22.493448
TELO2	0.91475886
PSMB5	12.661138
YY1	13.940979
ACIN1	5.6854005
CCNB1IP1	6.146315
APEX1	9.327248
PABPN1	10.009714
ARHGAP5	7.3538055
CINP	1.9178251
SRP54	6.115136
CHD8	2.9891205
DCAF11	1.6245844
PSMA6	9.465539
EMC9	1.4095162
TM9SF1	2.6512299
SEC23A	3.8677375
GMPR2	1.9157916
PNN	14.9988165
RABGGTA	0.97833246
PCIF1	2.2528098
GSS	1.9191955
TRPC4AP	3.5917277
ABHD12	1.6292338
ADNP	4.760055
PFDN4	6.4024544
CSTF1	0.95106465
TPD52L2	4.63486
DNAJC5	1.9396344
NELFCD	4.48666
PRPF6	4.7439346
