	ref_hk
BRF2	0.53215915
ZFAND1	3.0328462
NBN	1.6976969
UBE2W	1.8300813
RAB2A	10.029894
EIF3E	13.791149
EMC2	2.622096
ARMC1	1.97058
CHRAC1	2.06785
INTS10	2.4373028
DCTN6	3.7948308
R3HCC1	1.6224197
GSR	2.7339852
PPP2CB	4.07734
ERICH1	3.5511668
NUCB1	6.1460524
ECH1	8.642191
HNRNPL	3.7951696
NFKBIB	1.6825752
SNRNP70	6.2506447
CLPTM1	2.6689112
PPP1R37	2.0146923
PIH1D1	3.6717737
ERCC2	0.49077016
PLEKHJ1	6.265677
OAZ1	23.819414
TRMT1	0.8706773
STX10	2.9728518
PTOV1	3.7518876
SGTA	1.668692
C19orf53	10.97178
TIMM44	1.9295529
VRK3	2.1590335
FAM32A	4.212087
AKAP8	1.5583699
ILVBL	2.1385705
ZNF419	0.26709804
POP4	2.0602653
URI1	3.908737
PDCD5	5.657637
TIMM50	1.5453562
GPI	4.2876654
PLD3	3.8703265
TBCB	4.404557
POLR2I	6.9754395
HNRNPUL1	5.1635327
FZR1	1.0376933
PLIN3	2.771443
MRPL4	3.0948699
ETFB	9.495278
BABAM1	3.1570096
TYK2	0.8754372
CDC37	8.042168
NAPA	0.9875607
GRWD1	1.0888879
TMEM205	4.867212
BCAT2	1.7631713
PPP2R1A	4.6904016
WDR83OS	10.716436
GCDH	1.1764427
DNASE2	2.3874269
LENG1	1.7650113
PRPF31	2.637702
TFPT	1.9824765
COPE	11.345984
DDX49	1.362982
ARMC6	0.5790633
TMEM147	5.866712
USF2	3.2409656
KXD1	2.8729174
FKBP8	7.542299
SUGP1	0.77612907
GSK3A	1.7479692
ZNF574	0.3524352
GTPBP10	0.8624217
PMPCB	3.3633895
DNAJC2	2.7758827
NAMPT	5.4663954
HBP1	3.132529
BRAT1	1.1513855
SSBP1	8.172934
HIBADH	2.0531597
TAX1BP1	9.4766
CHCHD2	19.470797
PDAP1	5.5677805
PTCD1	0.37008336
ZKSCAN1	7.750023
EIF3B	3.7847412
RBM28	1.3669666
LSM5	6.808741
C1GALT1	3.7053132
PLOD3	1.1757578
RPA3	4.272676
ZNHIT1	10.5204525
TMEM106B	3.0927947
CHCHD3	2.2118275
PSMA2	6.066897
MRPL32	3.8582456
COA1	2.623156
URGCP	0.9161595
TMEM248	5.0156183
POLD2	2.817031
BCL7B	2.3386843
YKT6	1.3845768
EIF4H	5.4290223
NMRK1	2.709361
SEC61B	14.263272
CDC37L1	1.9472407
PLGRKT	2.5549126
CREB3	2.728086
RGP1	1.2637073
EDF1	19.077553
BAG1	7.5961943
RAPGEF1	1.7879177
UBE2R2	4.015737
ZFAND5	8.158392
HPS1	2.5317762
EIF3A	9.605813
MAPK8	1.1148477
SEC23IP	2.7023473
ATE1	1.3284764
NSMCE4A	2.3211598
PLEKHA1	2.6020267
MICU1	3.129674
FBXW4	1.725419
TNKS2	2.652411
GBF1	1.2665943
FBXL15	3.1833837
CUEDC2	2.5088122
ACBD5	2.1232476
LHPP	1.3032397
GTPBP4	2.2433584
BCCIP	2.4791636
MTPAP	0.7926226
PITRM1	0.9080825
GLRX3	2.9954998
XPNPEP1	1.5587883
SHOC2	3.6430206
TFAM	2.334051
CUL2	1.3536084
CCNY	2.774925
PPIF	4.447873
NUFIP2	4.739033
UBTF	3.0323918
PSMD3	2.6883786
CASC3	1.8811194
RAD51C	1.3250525
TUBD1	0.7910011
KPNB1	5.996357
GOSR2	2.0192587
PNPO	0.9759706
RPS6KB1	1.5854826
CAMTA2	0.95385265
MED13	3.0911448
PFN1	21.772936
RNF167	3.4490163
SLC25A11	3.0516791
C1QBP	6.538664
BLMH	1.0158274
CPD	5.3790674
GOSR1	3.0782375
CCDC47	5.990056
MED31	2.161322
DRG2	1.2770686
FTSJ3	1.26598
UTP6	1.3568707
PSMD11	3.7740974
PEX12	0.1798861
