	ref_hk
KCTD20	2.8219252
SRSF3	26.469683
MRPL18	9.348469
FBXL4	1.2012091
ASCC3	3.236602
ACOT13	4.299275
SMAP1	6.843749
C6orf62	5.0557685
SNX3	20.476875
HBS1L	2.6261137
SLC39A7	4.181843
CUTA	19.300331
FAM120B	1.1495274
PPP2R5D	1.5402592
MRPL2	4.4213405
DUSP22	1.7605975
EXOC2	1.3207674
COX7A2	27.807472
TMEM30A	3.5488114
SENP6	6.0570817
PRPF4B	9.65632
FBRSL1	1.7400516
HARS2	1.2208259
MRPS30	3.9653811
HSPA9	10.367744
MRPS27	3.3703253
FAF2	2.9107325
CLINT1	5.656765
TTC1	4.8277507
MSH3	2.848991
CCNG1	10.445497
DROSHA	1.1968974
GOLPH3	4.33927
SUB1	26.291634
RAD1	2.5364993
BRIX1	4.533115
RAD50	1.1272366
GNPDA1	3.3634496
SKP1	28.022621
PPP2CA	8.800284
C5orf15	4.890244
PPWD1	2.3767223
TRAPPC13	1.0280476
SEC24A	1.8020444
TXNDC15	3.2045867
TTC33	1.3607827
TCERG1	5.788703
SMAD5	4.1342797
CSNK1A1	11.490883
HMGXB3	1.9953349
ATP6V0E1	15.302405
BNIP1	1.4593647
ACTR8	1.1124082
TBCCD1	0.75189793
TIMMDC1	4.8254533
CRBN	5.0650954
NIT2	4.3892503
FAM162A	9.277972
OGG1	2.808482
KPNA1	2.166692
UBE3A	7.5684924
ARMC8	2.599712
RNF7	15.530398
KAT2B	0.92738223
USP4	2.0982509
TFG	9.991719
TUSC2	3.374423
NPRL2	1.9643013
NCBP2	6.8251805
SNX4	3.1691418
SLC41A3	2.3377569
SCAP	1.9566412
MRPL3	7.141729
HEMK1	1.6251888
GORASP1	0.9679961
EIF1B	15.358759
SSR3	11.904222
EIF4G1	5.8422036
SPCS1	17.108942
NEK4	0.98500854
EEF1B2	37.8759
KANSL3	1.5010078
NCL	25.227934
ACTR1B	3.7852106
SLC35F5	2.3648868
STAM2	1.1785688
ACVR1	0.72213376
GTF3C2	1.4681581
EIF2B4	2.358687
NRBP1	5.9267344
PSMD14	5.788735
SNX17	6.7009096
INO80B	0.6321126
MOGS	2.0349648
NDUFS7	14.07946
PCGF1	1.2774389
AUP1	9.3271265
RTN4	17.91789
HTRA2	2.6338603
POLE4	7.1643705
MRPL19	4.6032887
WDR75	1.7199576
UNC50	3.2922704
ELMOD3	1.4819621
CCT4	15.236545
TXNDC9	3.015889
COQ10B	3.4699638
SF3B1	14.265981
MOB4	5.4646816
ZNF142	0.43715605
UXS1	2.713407
STK16	2.9135203
HDLBP	9.642171
PPP1R7	4.989708
ODC1	12.144788
NOL10	1.952673
GORASP2	4.7501583
CEBPZ	7.4600883
RAB3GAP1	3.1879876
SRSF7	23.942245
COX7A2L	16.765068
PNO1	2.0978904
ORC4	3.164506
ATF2	2.4779572
THADA	1.127353
TIA1	6.157067
PCYOX1	3.0284703
SUMO1	17.042637
NFE2L2	9.338844
MSH6	3.36557
FARSB	2.95132
SCP2	12.979725
CEP104	1.4997432
FAM20B	1.1521103
TCEANC2	0.62552404
TMEM59	19.215727
LRRC42	2.6398475
MRPL37	5.920162
ICMT	2.1025193
QSOX1	3.3423243
STXBP3	2.6410766
PARK7	21.323984
SRSF4	10.603008
EDEM3	2.1193323
WDR77	2.9631007
RAP1A	9.039354
SCAMP3	3.0161977
LAMTOR2	8.60875
SRM	5.8186803
FBXO6	1.0789506
MAD2L2	4.7766557
IVNS1ABP	6.9651566
KIAA2013	3.4859927
MIIP	2.067577
SMG7	2.2073312
UCHL5	2.633602
BCAS2	7.223184
SRSF11	18.658873
ZBTB17	1.1465586
TMEM9	5.952801
WARS2	1.7886808
MRPS15	7.9705954
EXOC8	0.73648936
GNPAT	4.683186
TSNAX	3.151236
C1orf109	1.2616676
SDHB	7.5998106
RPF1	3.577859
UAP1	3.8763185
CD46	7.8218455
PRPF3	2.105965
APH1A	8.70165
EBNA1BP2	4.2106605
ATP6V0B	11.084501
ERI3	5.619089
AKR1A1	12.940536
PRDX1	22.170687
BLZF1	1.7105108
TMED5	4.0661807
DR1	4.072999
ABCD3	2.5912788
DPH5	2.793736
PRDX6	18.549463
DARS2	0.6345986
SYF2	13.238147
MTFR1L	3.192174
NENF	11.172354
RPA2	4.1247563
PPP1R8	2.35033
OSBPL9	3.5179977
TXNDC12	6.6981063
RCN2	13.07441
CTSD	12.372249
STK11	2.002008
DDX59	1.2560519
ATF6	2.8043425
FASTKD2	2.096046
HMGN3	17.12177
RNF146	3.240167
FBXL5	3.9304328
MYL12B	26.876413
RPN2	10.6538725
RAB3GAP2	2.732754
UCHL3	3.2104542
HS1BP3	1.0016086
ELL2	3.3186834
NDUFB3	12.577873
GTF3C3	1.5852933
UBE2B	12.236576
KLF9	2.8744788
ITGB1BP1	5.1104045
SENP5	2.2330377
CCDC92	1.65673
RAD23B	7.641776
SET	23.25675
GLE1	1.0415012
RAB14	6.5469174
FBXW2	2.6258793
PPP6C	3.8317018
NDUFA8	7.991761
HDHD3	6.0553446
RBM18	2.3038163
MAPKAP1	2.9487967
INVS	0.621239
DENND1A	1.018214
KDSR	3.4384255
ZBTB45	0.8089719
FCF1	1.2531108
NEK9	1.9668548
NPC2	13.5947485
IRF2BPL	3.0604825
DLST	3.2690997
SLIRP	14.316025
EIF2B2	2.5418482
NRDE2	2.5571349
COQ6	1.3663207
ZNF410	0.88525474
SUPT7L	2.3056674
TMEM214	1.9358354
ATL2	2.2089357
FAM98A	1.4218922
YIPF4	5.378476
AFTPH	2.705674
LGALSL	1.4394804
CRIPT	4.880695
IDE	0.836706
MXI1	3.1892543
SMNDC1	4.3030267
C10orf88	0.60699624
TCTN3	3.5639045
