	ref_hk
C6orf62	8.177872
SNX3	8.446849
HBS1L	4.315456
SLC39A7	2.3348336
CUTA	4.199215
FAM120B	7.67022
PPP2R5D	1.4338188
MRPL2	1.5522513
DUSP22	3.2323556
EXOC2	4.430785
COX7A2	7.2525268
TMEM30A	4.4859595
SENP6	15.532596
PRPF4B	11.8917265
FBRSL1	1.7858219
HARS2	1.1054691
MRPS30	1.4493586
HSPA9	6.6922603
MRPS27	3.9469047
FAF2	4.6888666
CLINT1	8.451858
TTC1	5.595069
MSH3	7.6188765
CCNG1	3.1203163
DROSHA	3.6588075
GOLPH3	6.2217216
SUB1	8.486231
RAD1	1.2384449
BRIX1	1.7194117
RAD50	0.9510598
GNPDA1	2.3186681
SKP1	9.23209
PPP2CA	2.6563191
C5orf15	3.3243814
PPWD1	4.118083
TRAPPC13	2.6373706
SEC24A	2.9890907
TXNDC15	3.1094942
TTC33	3.2670352
TCERG1	6.652337
SMAD5	6.1044903
CSNK1A1	10.814948
HMGXB3	3.2334702
ATP6V0E1	9.982702
BNIP1	0.71709096
ACTR8	0.8990843
TBCCD1	0.97271127
TIMMDC1	3.7847733
CRBN	6.2794337
NIT2	2.7749472
FAM162A	2.9097722
OGG1	1.9941076
KPNA1	5.7113595
UBE3A	9.830211
ARMC8	6.6874623
RNF7	4.178291
KAT2B	5.3919897
USP4	4.4099016
TFG	6.368541
TUSC2	1.1037169
NPRL2	0.805486
NCBP2	2.7360964
SNX4	5.0241623
SLC41A3	1.2831259
SCAP	2.3837416
MRPL3	3.671633
HEMK1	0.92268884
GORASP1	1.0745928
EIF1B	5.2453656
SSR3	5.6425104
EIF4G1	4.578591
SPCS1	5.1218576
NEK4	1.7392601
EEF1B2	9.226272
KANSL3	3.7337804
NCL	11.5028
ACTR1B	1.8390558
SLC35F5	6.6294384
STAM2	4.8467307
ACVR1	4.3747025
GTF3C2	2.5100641
EIF2B4	1.8271972
NRBP1	3.8285503
PSMD14	4.052808
SNX17	2.675186
INO80B	0.41728088
MOGS	2.0069976
NDUFS7	3.6461565
PCGF1	0.51467365
AUP1	3.576463
RTN4	22.358166
HTRA2	1.2676026
POLE4	3.3436897
MRPL19	4.1125135
WDR75	2.9717152
UNC50	2.8365865
ELMOD3	5.910099
CCT4	5.4966135
TXNDC9	1.8885832
COQ10B	3.5135264
SF3B1	14.57032
MOB4	2.0544248
ZNF142	0.8890823
UXS1	1.9698412
STK16	0.770676
HDLBP	9.832065
PPP1R7	3.0938687
ODC1	1.5011401
NOL10	4.7306714
GORASP2	2.9850702
CEBPZ	5.6607256
RAB3GAP1	8.549035
SRSF7	12.950992
COX7A2L	4.73823
PNO1	1.3983296
ORC4	4.542539
ATF2	6.862572
THADA	9.235552
TIA1	5.0562177
PCYOX1	6.187062
SUMO1	4.795634
NFE2L2	14.124364
MSH6	2.5404003
FARSB	2.571154
SCP2	10.344589
CEP104	2.5161428
FAM20B	2.9007611
TCEANC2	1.2319576
TMEM59	11.352457
LRRC42	0.95647526
MRPL37	1.5882136
ICMT	1.3630168
QSOX1	2.4753792
STXBP3	5.589225
PARK7	7.712951
SRSF4	11.982958
EDEM3	5.590534
WDR77	0.8114829
RAP1A	11.043578
SCAMP3	2.1041908
LAMTOR2	3.0293422
SRM	2.6949077
FBXO6	0.42838854
MAD2L2	0.95146376
IVNS1ABP	4.205737
KIAA2013	1.726186
MIIP	0.79064137
SMG7	5.1317654
UCHL5	2.9477472
BCAS2	2.6897933
SRSF11	20.695646
ZBTB17	1.0099933
TMEM9	1.4703833
WARS2	3.7690923
MRPS15	2.9201522
EXOC8	0.6334338
GNPAT	2.6567833
TSNAX	2.163972
C1orf109	0.823461
SDHB	3.9117398
RPF1	2.0956855
UAP1	6.7322307
CD46	13.392272
PRPF3	3.7087424
APH1A	2.8765445
EBNA1BP2	2.235017
ATP6V0B	4.939669
ERI3	4.2727704
AKR1A1	4.0833454
PRDX1	8.169646
BLZF1	3.3907814
TMED5	5.9318957
DR1	2.50416
ABCD3	3.7013395
DPH5	1.7754503
PRDX6	9.992745
DARS2	1.1174295
SYF2	5.9344163
MTFR1L	1.4944927
NENF	4.9623795
RPA2	2.1935008
PPP1R8	1.3677255
OSBPL9	10.703263
TXNDC12	1.8718797
RCN2	3.9227185
CTSD	8.36298
STK11	1.7312225
DDX59	2.172279
ATF6	8.431729
FASTKD2	2.8597002
HMGN3	9.673535
RNF146	4.7820215
FBXL5	8.094905
MYL12B	10.48247
RPN2	6.628044
RAB3GAP2	7.604297
UCHL3	0.96278656
HS1BP3	1.7166662
ELL2	8.869708
NDUFB3	2.8606164
GTF3C3	2.6039398
UBE2B	10.326956
KLF9	9.286177
ITGB1BP1	8.443631
SENP5	6.8347907
CCDC92	3.6725078
RAD23B	9.690438
SET	6.737708
GLE1	1.938192
RAB14	6.0167794
FBXW2	3.3673384
PPP6C	4.2011886
NDUFA8	2.3973997
HDHD3	1.426591
RBM18	1.3490053
MAPKAP1	8.175017
INVS	8.561743
DENND1A	10.264814
KDSR	6.005094
ZBTB45	0.3571773
FCF1	2.1081514
NEK9	3.9816935
NPC2	8.130781
IRF2BPL	2.8400187
DLST	3.4227214
SLIRP	6.7637486
EIF2B2	1.3212181
NRDE2	3.3498065
COQ6	1.1817467
ZNF410	0.4581661
SUPT7L	1.6275232
TMEM214	1.5104684
ATL2	5.0486717
FAM98A	1.6627228
YIPF4	6.891524
AFTPH	5.284504
