	ref_hk
USP5	1.7339965
TPI1	17.36922
C12orf57	8.549643
LPCAT3	3.645516
GOLT1B	1.9457872
PRKAB1	2.6790805
CMAS	3.0858572
FGFR1OP2	4.974597
TDP2	3.3614895
RWDD1	7.212206
TMEM14C	8.834018
PAK1IP1	1.5602006
SMIM8	3.5738401
ASF1A	1.9483727
SERINC1	5.9835954
PPARD	2.0971642
KCTD20	3.6315212
SRSF3	13.816238
MRPL18	5.613557
FBXL4	4.6958075
ASCC3	5.919355
ACOT13	4.2386403
SMAP1	7.1388564
C6orf62	5.6576314
SNX3	12.813477
HBS1L	3.5046966
SLC39A7	2.5406532
CUTA	11.435113
FAM120B	5.6743116
PPP2R5D	1.114732
MRPL2	3.6298137
DUSP22	1.5830274
EXOC2	3.5977335
COX7A2	16.885883
TMEM30A	3.9665859
SENP6	11.48638
PRPF4B	9.061373
FBRSL1	2.133705
HARS2	0.84094715
MRPS30	2.4623098
HSPA9	8.954638
MRPS27	3.8990135
FAF2	3.8019516
CLINT1	9.440429
TTC1	5.117414
MSH3	6.1895657
CCNG1	6.102475
DROSHA	2.7068415
GOLPH3	6.1591277
SUB1	16.03136
RAD1	1.674469
BRIX1	2.7519126
RAD50	1.9470953
GNPDA1	3.419826
SKP1	17.766155
PPP2CA	5.377991
C5orf15	4.3625255
PPWD1	2.6147714
TRAPPC13	2.3322897
SEC24A	2.0171008
TXNDC15	2.7270253
TTC33	2.1316154
TCERG1	5.4862247
SMAD5	5.0931454
CSNK1A1	14.095396
HMGXB3	2.2691753
ATP6V0E1	14.109644
BNIP1	1.0056808
ACTR8	1.1050705
TBCCD1	0.74384475
TIMMDC1	4.5934143
CRBN	4.869901
NIT2	4.8006687
FAM162A	7.425649
OGG1	2.367975
KPNA1	4.3098836
UBE3A	9.193233
ARMC8	5.1868434
RNF7	7.9834948
KAT2B	2.969483
USP4	3.5421796
TFG	6.7955065
TUSC2	2.6363153
NPRL2	1.1605902
NCBP2	4.1966105
SNX4	5.9294558
SLC41A3	2.0383992
SCAP	2.845885
MRPL3	5.8912325
HEMK1	1.3661939
GORASP1	1.0745844
EIF1B	9.212792
SSR3	8.558355
EIF4G1	4.411337
SPCS1	10.857493
NEK4	1.8797364
EEF1B2	16.83216
KANSL3	3.405573
NCL	12.714668
ACTR1B	2.1218858
SLC35F5	6.325721
STAM2	3.8423908
ACVR1	4.1671104
GTF3C2	2.459827
EIF2B4	1.7333909
NRBP1	4.246745
PSMD14	5.476764
SNX17	4.6867013
INO80B	0.44654933
MOGS	1.4446232
NDUFS7	9.26859
PCGF1	0.683917
AUP1	4.2550282
RTN4	18.967215
HTRA2	1.4459158
POLE4	3.8628216
MRPL19	5.1655164
WDR75	1.9942255
UNC50	2.9846447
ELMOD3	2.249868
CCT4	9.382085
TXNDC9	2.892232
COQ10B	2.8989463
SF3B1	11.391679
MOB4	3.5986385
ZNF142	0.7262069
UXS1	4.5296736
STK16	1.668143
HDLBP	8.604494
PPP1R7	4.0659056
ODC1	4.5563803
NOL10	4.0241218
GORASP2	3.6522584
CEBPZ	4.8727865
RAB3GAP1	6.4845777
SRSF7	10.730279
COX7A2L	11.796617
PNO1	1.4728066
ORC4	6.044956
ATF2	4.463459
