	ref_hk
NSMCE4A	3.5260153
PLEKHA1	3.455548
MICU1	2.4377604
FBXW4	1.9469277
TNKS2	5.610418
GBF1	2.404358
FBXL15	3.0460782
CUEDC2	3.5466812
ACBD5	1.9322139
LHPP	2.6378663
GTPBP4	4.2187185
BCCIP	4.6641374
MTPAP	1.043936
PITRM1	1.7342066
GLRX3	3.7095
XPNPEP1	1.8637439
SHOC2	6.326519
TFAM	6.4668574
CUL2	2.7913764
CCNY	4.0891666
PPIF	2.3733401
NUFIP2	9.294061
UBTF	7.2976213
PSMD3	4.3157244
CASC3	3.5757897
RAD51C	2.4209557
TUBD1	1.463967
KPNB1	10.909762
GOSR2	2.6126246
PNPO	0.769034
RPS6KB1	3.4935226
CAMTA2	1.3842677
MED13	4.086777
PFN1	38.64068
RNF167	6.642829
SLC25A11	3.8304403
C1QBP	12.552651
BLMH	2.0322757
CPD	2.22319
GOSR1	4.5868807
CCDC47	4.036224
MED31	2.7790625
DRG2	2.4660375
FTSJ3	2.3060505
UTP6	3.0403953
PSMD11	5.286055
PEX12	0.21114086
RAB5C	6.648824
MLX	4.252918
MRPL27	3.430099
LRRC59	3.8685277
LUC7L3	12.12376
EFTUD2	2.6156166
PRKAR1A	7.7365828
YWHAE	9.619627
RANGRF	3.258097
DPH1	1.3707414
DHRS7B	0.98661053
TNFAIP1	0.6599586
SUPT6H	4.5996237
PHF12	3.7159257
TMEM33	2.8898149
OCIAD1	10.892627
DCUN1D4	1.1419795
LAMTOR3	3.2553515
UBE2D3	22.708685
ELF2	5.267796
NDUFC1	8.056656
ZNF330	3.6316977
RPL34	46.805866
GRPEL1	4.547369
CLCN3	2.4214342
DHX15	4.76783
FBXW7	4.7396116
RAPGEF2	1.5598617
SNX25	1.9281176
UFSP2	2.6669044
KLF3	7.423978
KLHL5	2.0299926
HTATIP2	2.7258432
ELP4	1.8509437
MTCH2	3.09
HSPA8	37.667774
DNAJC4	5.1384583
ATG2A	2.881789
OSBP	3.2576706
PUS3	1.2282073
FOXRED1	1.4957529
PPP6R3	4.9511604
CCDC86	0.9455883
PRPF19	3.4953818
TRIM3	0.29596254
ANAPC15	3.2202044
PANX1	0.6169085
RNF141	1.9060172
EIF4G2	20.603724
BIRC2	5.8784738
UBE4A	3.7428818
FBXO3	2.8880703
PDHX	1.4888805
COMMD9	2.4108157
AMBRA1	1.1063187
PTPMT1	2.8555863
CD81	14.917785
C11orf58	18.20425
RPS13	46.01822
AIP	9.127096
NDUFS8	8.156406
GTF2H1	2.4558895
PSMD9	4.2972674
PRDM4	2.6999333
COQ5	1.39789
CORO1C	1.6999242
MLEC	4.6016607
PTGES3	23.615522
RSRC2	16.591583
METAP2	8.537925
GPN3	2.356135
VPS29	7.2458687
DUSP16	2.1504831
CDK2AP1	1.4611704
RFC5	0.91253096
COPZ1	5.684943
RAB5B	2.9317257
NUP107	3.1455147
CNOT2	7.6541967
CPSF6	5.35486
KRR1	8.163434
MRPL51	7.9641185
NOP2	1.8175212
CHD4	6.8818974
COPS7A	1.6044642
CHPT1	6.090775
USP5	1.794548
TPI1	18.657648
C12orf57	23.78857
LPCAT3	1.7982515
GOLT1B	2.964054
PRKAB1	1.2316039
CMAS	2.0745752
FGFR1OP2	9.311675
TDP2	2.790975
RWDD1	11.97896
TMEM14C	5.99783
PAK1IP1	2.0104904
SMIM8	1.6733993
ASF1A	3.2668161
SERINC1	9.5238695
PPARD	1.0335896
KCTD20	3.1615894
SRSF3	23.864037
MRPL18	8.249512
FBXL4	1.5546913
ASCC3	4.2372055
ACOT13	2.517276
SMAP1	6.0909543
C6orf62	5.5875416
SNX3	14.441449
HBS1L	4.3854465
SLC39A7	2.284143
CUTA	17.203526
FAM120B	2.18961
PPP2R5D	1.3056437
MRPL2	2.7032466
DUSP22	3.4317253
EXOC2	2.1424434
COX7A2	21.651484
TMEM30A	4.0406184
SENP6	7.3933873
PRPF4B	12.576245
FBRSL1	2.1402557
HARS2	1.3518019
MRPS30	4.062009
HSPA9	12.65979
MRPS27	2.9648826
FAF2	2.6872287
CLINT1	7.160881
TTC1	4.9532924
MSH3	2.252917
CCNG1	6.688964
DROSHA	1.1497966
GOLPH3	5.257861
SUB1	24.287703
RAD1	1.9390389
BRIX1	3.8070357
RAD50	2.545732
GNPDA1	2.3862722
SKP1	25.436394
PPP2CA	8.111332
C5orf15	2.3595324
PPWD1	3.4925847
TRAPPC13	0.92737013
SEC24A	1.7776955
TXNDC15	3.0084686
TTC33	1.4838579
TCERG1	5.534996
SMAD5	2.3064814
CSNK1A1	9.260396
HMGXB3	2.5304086
ATP6V0E1	17.333858
BNIP1	1.1430429
ACTR8	1.2184143
TBCCD1	1.1354122
TIMMDC1	3.2415988
CRBN	6.310864
NIT2	2.724092
FAM162A	5.9773426
OGG1	1.2876898
KPNA1	3.0925577
UBE3A	7.7564816
ARMC8	3.493531
RNF7	8.553874
KAT2B	1.4826897
USP4	3.8666897
TFG	4.057305
TUSC2	3.0133612
NPRL2	2.005901
NCBP2	6.1175957
SNX4	1.9350461
SLC41A3	1.5916154
SCAP	1.5720264
MRPL3	5.6306353
HEMK1	1.2126309
GORASP1	0.7901526
EIF1B	13.456248
SSR3	8.593016
EIF4G1	6.5093145
SPCS1	15.470099
NEK4	1.0785453
EEF1B2	43.00246
KANSL3	1.5255613
NCL	28.349976
ACTR1B	2.941118
SLC35F5	2.1272235
STAM2	1.0693644
ACVR1	0.56881714
GTF3C2	1.9095278
EIF2B4	1.9953629
NRBP1	5.721223
PSMD14	4.071653
SNX17	6.7973895
INO80B	0.96289307
MOGS	2.5818543
NDUFS7	8.639828
PCGF1	1.1756654
AUP1	9.396472
RTN4	9.558875
HTRA2	2.3553238
POLE4	6.1222725
MRPL19	3.2444346
WDR75	2.528891
UNC50	2.9344168
ELMOD3	1.2565091
CCT4	13.631786
TXNDC9	2.7592602
COQ10B	5.49638
SF3B1	20.605669
MOB4	5.309079
ZNF142	0.75482035
UXS1	2.766824
STK16	2.5737107
HDLBP	4.7853465
PPP1R7	5.2554145
ODC1	12.470792
NOL10	1.8594666
GORASP2	5.045064
CEBPZ	9.811308
RAB3GAP1	4.177396
SRSF7	33.271385
COX7A2L	12.088575
PNO1	2.6274912
ORC4	2.646332
ATF2	3.064914
THADA	2.3285363
TIA1	4.7705235
PCYOX1	1.6718137
SUMO1	9.643719
NFE2L2	8.647035
MSH6	2.4973633
FARSB	2.039503
SCP2	6.654376
CEP104	2.0104258
FAM20B	1.1224211
TCEANC2	0.90624356
TMEM59	14.577793
LRRC42	0.8122505
MRPL37	3.4249415
ICMT	1.0042037
QSOX1	1.305385
STXBP3	3.392503
PARK7	16.422844
SRSF4	10.06175
EDEM3	2.764641
WDR77	2.0138018
RAP1A	11.593305
SCAMP3	4.238153
LAMTOR2	4.8268466
SRM	6.3209777
FBXO6	0.7358461
MAD2L2	2.7319844
IVNS1ABP	7.8299017
KIAA2013	2.1199417
MIIP	2.205906
SMG7	3.1053867
UCHL5	3.6073358
BCAS2	14.751172
SRSF11	17.646107
ZBTB17	1.2344149
TMEM9	1.6960012
WARS2	1.5389241
MRPS15	5.912657
EXOC8	1.7069701
GNPAT	3.2156253
TSNAX	3.5576627
C1orf109	1.1932023
SDHB	4.97673
RPF1	3.8174264
UAP1	2.1732473
CD46	7.753313
PRPF3	3.169241
APH1A	7.722767
EBNA1BP2	2.7519894
ATP6V0B	9.40733
ERI3	2.2491026
AKR1A1	5.800955
PRDX1	14.785955
BLZF1	1.2878293
TMED5	6.4883723
DR1	5.020956
ABCD3	1.3797268
DPH5	2.1372867
PRDX6	11.505728
DARS2	0.72647583
SYF2	15.025859
MTFR1L	1.4995203
NENF	5.5955453
RPA2	5.851747
PPP1R8	1.4733825
OSBPL9	3.9949994
TXNDC12	3.1881
RCN2	6.2065606
CTSD	6.2456207
STK11	2.0703487
DDX59	1.9346758
ATF6	3.3723912
FASTKD2	2.526984
HMGN3	8.967794
RNF146	2.084509
FBXL5	3.8520954
MYL12B	23.515314
RPN2	9.379094
RAB3GAP2	3.2312887
UCHL3	2.1964679
HS1BP3	0.7794586
ELL2	5.811659
NDUFB3	7.6218886
GTF3C3	1.642727
UBE2B	13.964165
KLF9	6.090567
ITGB1BP1	3.999945
SENP5	2.6483712
CCDC92	1.6696382
RAD23B	6.210555
SET	23.87431
GLE1	1.3380811
RAB14	7.9356833
FBXW2	2.3359306
PPP6C	4.8638453
NDUFA8	3.4452536
HDHD3	1.7687659
RBM18	2.1495025
MAPKAP1	3.2236388
INVS	1.0796732
DENND1A	1.1525874
KDSR	4.111381
ZBTB45	0.6436815
FCF1	1.7435174
NEK9	2.9377964
NPC2	8.265041
IRF2BPL	2.734629
DLST	2.908239
SLIRP	7.2920256
EIF2B2	1.8507103
NRDE2	2.1589472
COQ6	1.4626292
ZNF410	2.2584612
SUPT7L	2.5273035
TMEM214	1.9159354
ATL2	2.10989
FAM98A	1.784603
YIPF4	5.599475
AFTPH	5.578714
LGALSL	0.18975824
