	ref_hk
HUWE1	5.8158135
ZW10	1.817278
ALG9	0.6111132
ACOX3	0.8216562
PIGS	4.728956
ATXN7L3	1.1771572
PSMC5	13.676645
OGFOD1	2.6191092
NOP14	3.6550865
SF3B2	18.184649
DNM1L	6.514687
ERGIC2	5.943643
METTL2A	1.8768637
CNOT3	3.206592
DDX18	12.622416
KHSRP	5.5654893
ANKRD10	7.2000136
CRLS1	3.1830535
ATRN	0.9045771
NSFL1C	7.366363
ZNF343	0.30841762
MAVS	3.4740605
SNX5	9.92198
RPL6	41.27665
MAPKAPK5	2.731271
ESF1	5.986935
ANAPC5	10.784401
TMEM230	12.518589
PEBP1	15.978957
CDIP1	2.3355858
GANAB	5.6736655
RBM41	1.7590166
MLF2	10.549091
DDX24	13.874433
ZBTB25	1.5377717
NECAP1	3.1257472
DHX32	1.2851375
PAPOLA	16.979368
CCNK	5.357675
MRPS33	7.9257765
NDUFB2	20.360455
NUDC	14.703771
MAEA	3.7381825
MUL1	1.409093
SPG21	7.4535394
DNAJB11	6.524675
GNPTG	3.805718
GOLGA3	2.3768384
MCOLN1	2.0912166
GLG1	7.032067
TNRC6A	4.090179
EXOC1	3.9451506
RBM27	1.9363027
PUS7	1.1426988
DLD	6.0347157
TXNL1	13.128301
FH	7.028487
CDV3	6.649607
ALKBH5	3.4069245
SPAG7	7.3288665
TMEM101	3.9839196
PSME1	25.244959
PPP2R3C	6.215399
HAUS4	6.241731
OSGEP	6.6745763
RNF31	0.39302713
SCFD1	5.5881004
HNRNPC	29.900438
TOX4	7.2150974
TINF2	4.1617994
SNAP23	7.469792
MFSD11	2.892443
COMT	10.613993
ECHDC1	7.837784
LRRFIP2	6.812888
SEC22C	3.4188046
HDAC6	2.0599084
UPRT	1.1290416
CDC23	2.7812395
AAAS	5.057153
CBX5	12.475482
DHPS	8.600784
ARCN1	5.14207
PSMD5	2.3021734
NANS	6.368664
IKZF5	1.5749341
WAC	9.224299
NUBP2	6.3253255
HIVEP1	0.9308415
BRPF3	0.73296654
MRPS18A	4.87285
CDC5L	9.455966
SH3GLB1	10.528625
TMED1	3.218155
RAB18	6.044845
MZF1	1.1965295
OCEL1	2.0874312
PSMD8	16.89904
HNRNPM	18.51004
NDUFB7	17.846407
TECR	13.859396
TIMM13	12.849226
POLR2E	13.698409
TRMT2A	2.8533428
RANBP1	17.418276
ZDHHC8	0.6739282
SNAP29	5.293237
CRKL	2.7081177
LZTR1	0.8008493
SMARCB1	11.452882
BCL2L13	3.2105777
SF3A1	8.000824
SPECC1L	1.7534157
SNRPD3	19.212883
PES1	3.9338665
MAPK1	5.958047
SRRD	1.2987852
PATZ1	1.1808336
TFIP11	2.1853352
EIF3L	25.671011
MICALL1	0.37859762
POLR2F	10.381303
PICK1	0.84054047
DDX17	23.10243
TCF20	1.1248183
HSCB	2.2085521
TOMM22	14.310641
FBXO7	13.795324
POLDIP3	4.912022
PPP6R2	3.1187775
SUN2	4.849096
CYB5R3	9.847317
LMF2	3.7693422
RHBDD3	1.1421965
PACSIN2	3.5295172
AP1B1	5.6975045
HMGXB4	5.230232
CHKB	1.623284
MCAT	2.0312333
THOC5	2.5984728
ZMAT5	2.9352925
TAB1	1.4064947
MTMR3	2.8317084
SAMM50	6.593502
TXN2	11.759565
EIF3D	17.998613
SGSM3	1.3857719
IFT27	3.5467668
RBX1	23.844795
L3MBTL2	1.8674427
RANGAP1	3.8904731
ZC3H7B	1.3352499
PHF5A	9.392902
DESI1	3.0219326
CERK	2.2785494
ZBED4	1.2722441
ABHD4	1.1034073
KHNYN	1.2556016
FKBP3	10.7651825
SDR39U1	6.100986
RBM23	6.576976
PRMT5	3.1874452
PSMC6	10.422209
GNPNAT1	1.3228523
ATP6V1D	6.5542073
PIGH	2.8841999
PSMA3	11.780112
VTI1B	6.498404
TIMM9	6.451639
AHSA1	10.632294
ALKBH1	1.3549824
SNW1	12.509376
ITPK1	1.9861584
PPM1A	3.4235923
